show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,duration_cleaned
s11,1,"Vendetta: Truth, Lies and The Mafia",United States,2021-09-24,0.7733244432755346,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?",-1.3552582713360075
s12,1,Bangkok Breaking,United States,2021-09-23,0.7733244432755346,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Struggling to earn a living in Bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",-1.3552582713360075
s13,0,Je Suis Karl,"Germany, Czech Republic",2021-09-23,0.7733244432755346,TV-MA,127 min,"Dramas, International Movies","After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",1.124842306103035
s14,0,Confessions of an Invisible Girl,United States,2021-09-22,0.7733244432755346,TV-PG,91 min,"Children & Family Movies, Comedies","When the clever but socially-awkward Tetê joins a new school, she'll do anything to fit in. But the queen bee among her classmates has other ideas.",0.41624214112045144
s15,1,Crime Stories: India Detectives,United States,2021-09-22,0.7733244432755346,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Cameras following Bengaluru police on the job offer a rare glimpse into the complex and challenging inner workings of four major crime investigations.,-1.3552582713360075
s16,1,Dear White People,United States,2021-09-22,0.7733244432755346,TV-MA,4 Seasons,"TV Comedies, TV Dramas","Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks.",-1.296208257587459
s17,0,Europe's Most Dangerous Man: Otto Skorzeny in Spain,United States,2021-09-22,0.6599304775080349,TV-MA,67 min,"Documentaries, International Movies","Declassified documents reveal the post-WWII life of Otto Skorzeny, a close Hitler ally who escaped to Spain and became an adviser to world presidents.",-0.056157968867937585
s18,1,Falsa identidad,Mexico,2021-09-22,0.6599304775080349,TV-MA,2 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",Strangers Diego and Isabel flee their home in Mexico and pretend to be a married couple to escape his drug-dealing enemies and her abusive husband.,-1.3355749334198246
s19,0,Intrusion,United States,2021-09-22,0.7733244432755346,TV-14,94 min,Thrillers,"After a deadly home invasion at a couple’s new dream house, the traumatized wife searches for answers — and learns the real danger is just beginning.",0.4752921548690001
s20,1,Jaguar,United States,2021-09-22,0.7733244432755346,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","In the 1960s, a Holocaust survivor joins a group of self-trained spies who seek justice against Nazis fleeing to Spain to hide after WWII.",-1.3552582713360075
s21,1,Monsters Inside: The 24 Faces of Billy Milligan,United States,2021-09-22,0.7733244432755346,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows","In the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates America.",-1.3552582713360075
s22,1,Resurrection: Ertugrul,Turkey,2021-09-22,0.43314254597303553,TV-14,5 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","When a good deed unwittingly endangers his clan, a 13th-century Turkish warrior agrees to fight a sultan's enemies in exchange for new tribal land.",-1.276524919671276
s23,0,Avvai Shanmughi,United States,2021-09-21,-2.0615247009119577,TV-PG,161 min,"Comedies, International Movies","Newly divorced and denied visitation rights with his daughter, a doting father disguises himself as a gray-haired nanny in order to spend time with her.",1.794075795253253
s24,0,Go! Go! Cory Carson: Chrissy Takes the Wheel,United States,2021-09-21,0.7733244432755346,TV-Y,61 min,Children & Family Movies,"From arcade games to sled days and hiccup cures, Cory Carson’s curious little sister Chrissy speeds off on her own for fun and adventure all over town!",-0.17425799636503486
s25,0,Jeans,India,2021-09-21,-1.8347367693769583,TV-14,166 min,"Comedies, International Movies, Romantic Movies","When the father of the man she loves insists that his twin sons marry twin sisters, a woman creates an alter ego that might be a bit too convincing.",1.8924924848341673
s26,1,Love on the Spectrum,Australia,2021-09-21,0.7733244432755346,TV-14,2 Seasons,"Docuseries, International TV Shows, Reality TV","Finding love can be hard for anyone. For young adults on the autism spectrum, exploring the unpredictable world of dating is even more complicated.",-1.3355749334198246
s27,0,Minsara Kanavu,United States,2021-09-21,-1.9481307351444581,TV-PG,147 min,"Comedies, International Movies, Music & Musicals",A tangled love triangle ensues when a man falls for a woman studying to become a nun — and she falls for the friend he enlists to help him pursue her.,1.5185090644266925
s28,0,Grown Ups,United States,2021-09-20,-0.47400918016696203,PG-13,103 min,Comedies,"Mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid.",0.6524421961146459
s29,0,Dark Skies,United States,2021-09-19,-0.13382728286446294,PG-13,97 min,"Horror Movies, Sci-Fi & Fantasy","A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",0.5343421686175487
s30,0,Paranoia,"United States, India, France",2021-09-19,-0.13382728286446294,PG-13,106 min,Thrillers,"Blackmailed by his company's CEO, a low-level employee finds himself forced to spy on the boss's rival and former mentor.",0.7114922098631946
s31,0,Ankahi Kahaniya,United States,2021-09-17,0.7733244432755346,TV-14,111 min,"Dramas, Independent Movies, International Movies","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",0.809908899444109
s32,1,Chicago Party Aunt,United States,2021-09-17,0.7733244432755346,TV-MA,1 Season,TV Comedies,Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,-1.3552582713360075
s33,1,Sex Education,United Kingdom,2021-09-17,0.6599304775080349,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",-1.3158915955036417
s34,1,Squid Game,United States,2021-09-17,0.7733244432755346,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",-1.3552582713360075
s35,1,Tayo and Little Wizards,United States,2021-09-17,0.6599304775080349,TV-Y7,1 Season,Kids' TV,Tayo speeds into an adventure when his friends get kidnapped by evil magicians invading their city in search of a magical gemstone.,-1.3552582713360075
s36,0,The Father Who Moves Mountains,United States,2021-09-17,0.7733244432755346,TV-MA,110 min,"Dramas, International Movies, Thrillers","When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",0.7902255615279261
s37,0,The Stronghold,United States,2021-09-17,0.7733244432755346,TV-MA,105 min,"Action & Adventure, Dramas, International Movies","Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",0.6918088719470118
s38,1,Angry Birds,Finland,2021-09-16,0.43314254597303553,TV-Y7,1 Season,"Kids' TV, TV Comedies","Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.",-1.3552582713360075
s39,0,Birth of the Dragon,"China, Canada, United States",2021-09-16,0.3197485802055358,PG-13,96 min,"Action & Adventure, Dramas","A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",0.5146588307013659
s40,1,Chhota Bheem,India,2021-09-16,0.7733244432755346,TV-Y7,3 Seasons,Kids' TV,"A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.",-1.3158915955036417
s41,1,He-Man and the Masters of the Universe,United States,2021-09-16,0.7733244432755346,TV-Y7,1 Season,"Kids' TV, TV Sci-Fi & Fantasy",Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.,-1.3552582713360075
s42,0,Jaws,United States,2021-09-16,-4.442797982029451,PG,124 min,"Action & Adventure, Classic Movies, Dramas","When an insatiable great white shark terrorizes Amity Island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",1.0657922923544865
s43,0,Jaws 2,United States,2021-09-16,-4.102616084726952,PG,116 min,"Dramas, Horror Movies, Thrillers","Four years after the last deadly shark attacks, police chief Martin Brody fights to protect Amity Island from another killer great white.",0.9083255890250234
s44,0,Jaws 3,United States,2021-09-16,-3.535646255889454,PG,98 min,"Action & Adventure, Horror Movies, Thrillers","After the staff of a marine theme park try to capture a young great white shark, they discover its mother has invaded the enclosure and is out for blood.",0.5540255065337316
s45,0,Jaws: The Revenge,United States,2021-09-16,-3.082070392819455,PG-13,91 min,"Action & Adventure, Horror Movies, Thrillers","After another deadly shark attack, Ellen Brody has had enough of Amity Island and moves to the Caribbean – but a great white shark follows her there.",0.41624214112045144
s46,0,My Heroes Were Cowboys,United States,2021-09-16,0.7733244432755346,PG,23 min,Documentaries,"Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.",-0.9222248371799842
s47,0,Safe House,"South Africa, United States, Japan",2021-09-16,-0.24722124863196265,R,115 min,Action & Adventure,Young CIA operative Matt Weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,0.8886422511088405
s48,1,The Smart Money Woman,United States,2021-09-16,0.6599304775080349,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Five glamorous millennials strive for success as they juggle careers, finances, love and friendships. Based on Arese Ugwu's 2016 best-selling novel.",-1.3552582713360075
s49,0,Training Day,United States,2021-09-16,-1.4945548720744593,R,122 min,"Dramas, Thrillers",A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.,1.0264256165221206
s50,1,Castle and Castle,Nigeria,2021-09-15,0.7733244432755346,TV-MA,2 Seasons,"International TV Shows, TV Dramas","A pair of high-powered, successful lawyers find themselves defending opposite interests of the justice system, causing a strain on their happy marriage.",-1.3355749334198246
s51,1,Dharmakshetra,India,2021-09-15,-0.020433317096963256,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.",-1.3552582713360075
s52,0,InuYasha the Movie 2: The Castle Beyond the Looking Glass,Japan,2021-09-15,-1.3811609063069596,TV-14,99 min,"Action & Adventure, Anime Features, International Movies","With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",0.5737088444499144
s53,0,InuYasha the Movie 3: Swords of an Honorable Ruler,Japan,2021-09-15,-1.2677669405394598,TV-14,99 min,"Action & Adventure, Anime Features, International Movies",The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,0.5737088444499144
s54,0,InuYasha the Movie 4: Fire on the Mystic Island,Japan,2021-09-15,-1.1543729747719602,TV-PG,88 min,"Action & Adventure, Anime Features, International Movies","Ai, a young half-demon who has escaped from Horai Island to try to help her people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",0.3571921273719028
s55,0,InuYasha the Movie: Affections Touching Across Time,Japan,2021-09-15,-1.4945548720744593,TV-PG,100 min,"Action & Adventure, Anime Features, International Movies","A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy.",0.5933921823660974
s56,1,Nailed It,United States,2021-09-15,0.7733244432755346,TV-PG,6 Seasons,Reality TV,"Home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.",-1.256841581755093
s57,0,Naruto Shippuden the Movie: Blood Prison,Japan,2021-09-15,-0.3606152143994623,TV-14,102 min,"Action & Adventure, Anime Features, International Movies","Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",0.6327588581984631
s58,0,Naruto Shippûden the Movie: Bonds,Japan,2021-09-15,-0.7007971117019615,TV-PG,93 min,"Action & Adventure, Anime Features, International Movies","When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",0.45560881695281724
s59,0,Naruto Shippûden the Movie: The Will of Fire,Japan,2021-09-15,-0.5874031459344617,TV-PG,96 min,"Action & Adventure, Anime Features, International Movies","When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",0.5146588307013659
s60,0,Naruto Shippuden: The Movie,Japan,2021-09-15,-0.8141910774694611,TV-PG,95 min,"Action & Adventure, Anime Features, International Movies","The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",0.494975492785183
s61,0,Naruto Shippuden: The Movie: The Lost Tower,Japan,2021-09-15,-0.47400918016696203,TV-14,85 min,"Action & Adventure, Anime Features, International Movies","When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",0.2981421136233542
s62,0,Naruto the Movie 2: Legend of the Stone of Gelel,Japan,2021-09-15,-1.0409790090044604,TV-PG,97 min,"Action & Adventure, Anime Features, International Movies","While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",0.5343421686175487
s63,0,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Japan,2021-09-15,-0.9275850432369608,TV-PG,95 min,"Action & Adventure, Anime Features, International Movies","Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",0.494975492785183
s64,0,Naruto the Movie: Ninja Clash in the Land of Snow,Japan,2021-09-15,-1.1543729747719602,TV-PG,83 min,"Action & Adventure, Anime Features, International Movies","Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",0.25877543779098844
s65,0,Nightbooks,United States,2021-09-15,0.7733244432755346,TV-PG,103 min,Children & Family Movies,Scary story fan Alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,0.6524421961146459
s66,1,Numberblocks,United Kingdom,2021-09-15,0.7733244432755346,TV-Y,6 Seasons,Kids' TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",-1.256841581755093
s67,1,Raja Rasoi Aur Anya Kahaniyan,India,2021-09-15,-0.020433317096963256,TV-G,1 Season,"Docuseries, International TV Shows","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",-1.3552582713360075
s68,1,Saved by the Bell,United States,2021-09-15,-2.288312632446957,TV-PG,9 Seasons,"Kids' TV, TV Comedies","From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",-1.1977915680065445
s69,0,Schumacher,United States,2021-09-15,0.7733244432755346,TV-14,113 min,"Documentaries, International Movies, Sports Movies","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",0.8492755752764748
s70,1,Stories by Rabindranath Tagore,India,2021-09-15,0.09296064867053644,TV-PG,1 Season,"International TV Shows, TV Dramas",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,-1.3552582713360075
s71,1,Too Hot To Handle: Latino,United States,2021-09-15,0.7733244432755346,TV-MA,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",-1.3552582713360075
s72,0,A StoryBots Space Adventure,United States,2021-09-14,0.7733244432755346,TV-Y,13 min,Children & Family Movies,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,-1.119058216341813
s73,1,Jack Whitehall: Travels with My Father,United Kingdom,2021-09-14,0.7733244432755346,TV-MA,5 Seasons,"British TV Shows, Docuseries, International TV Shows","Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",-1.276524919671276
s74,0,King of Boys,Nigeria,2021-09-14,0.43314254597303553,TV-MA,182 min,"Dramas, International Movies","When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",2.2074258914930933
s75,1,The World's Most Amazing Vacation Rentals,United States,2021-09-14,0.7733244432755346,TV-PG,2 Seasons,Reality TV,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",-1.3355749334198246
s76,0,You vs. Wild: Out Cold,United States,2021-09-14,0.7733244432755346,TV-G,106 min,Children & Family Movies,"After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",0.7114922098631946
s77,1,Yowamushi Pedal,Japan,2021-09-14,-0.13382728286446294,TV-14,1 Season,"Anime Series, International TV Shows","A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",-1.3552582713360075
s78,0,Little Singham - Black Shadow,United States,2021-09-11,0.7733244432755346,TV-Y7,48 min,"Children & Family Movies, Comedies",Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,-0.43014138927541223
s79,0,Tughlaq Durbar,United States,2021-09-11,0.6599304775080349,TV-14,145 min,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,1.479142388594327
s80,0,Tughlaq Durbar (Telugu),United States,2021-09-11,0.7733244432755346,TV-14,145 min,"Comedies, Dramas, International Movies",A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,1.479142388594327
s81,0,Firedrake the Silver Dragon,United States,2021-09-10,0.7733244432755346,TV-Y7,93 min,Children & Family Movies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",0.45560881695281724
s82,0,Kate,United States,2021-09-10,0.7733244432755346,R,106 min,Action & Adventure,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",0.7114922098631946
s83,1,Lucifer,United States,2021-09-10,0.7733244432755346,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",-1.256841581755093
s84,1,Metal Shop Masters,United States,2021-09-10,0.7733244432755346,TV-MA,1 Season,Reality TV,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",-1.3552582713360075
s85,0,Omo Ghetto: the Saga,Nigeria,2021-09-10,0.6599304775080349,TV-MA,147 min,"Action & Adventure, Comedies, Dramas","Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",1.5185090644266925
s86,1,Pokémon Master Journeys: The Series,United States,2021-09-10,0.7733244432755346,TV-Y7,1 Season,"Anime Series, Kids' TV","As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",-1.3552582713360075
s87,0,Prey,United States,2021-09-10,0.7733244432755346,TV-MA,87 min,"International Movies, Thrillers",A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,0.33750878945571994
s88,1,Titipo Titipo,United States,2021-09-10,0.5465365117405352,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,-1.3355749334198246
s89,0,Blood Brothers: Malcolm X & Muhammad Ali,United States,2021-09-09,0.7733244432755346,PG-13,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",0.5146588307013659
s90,1,Mighty Raju,United States,2021-09-09,0.3197485802055358,TV-Y7,4 Seasons,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",-1.296208257587459
s91,0,Paradise Hills,"Spain, United States",2021-09-09,0.5465365117405352,TV-MA,95 min,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",0.494975492785183
s92,0,The Women and the Murderer,France,2021-09-09,0.7733244432755346,TV-14,92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,0.4359254790366343
s93,1,Into the Night,Belgium,2021-09-08,0.7733244432755346,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,-1.3355749334198246
s94,0,JJ+E,United States,2021-09-08,0.7733244432755346,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",0.41624214112045144
s95,0,Show Dogs,"United Kingdom, United States",2021-09-08,0.43314254597303553,PG,90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,0.39655880320426856
s96,1,The Circle,"United States, United Kingdom",2021-09-08,0.7733244432755346,TV-MA,3 Seasons,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",-1.3158915955036417
s97,0,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,United States,2021-09-07,0.43314254597303553,TV-MA,97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",0.5343421686175487
s98,1,Kid Cosmic,United States,2021-09-07,0.7733244432755346,TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,-1.3355749334198246
s99,1,Octonauts: Above & Beyond,United Kingdom,2021-09-07,0.7733244432755346,TV-Y,1 Season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",-1.3552582713360075
s100,1,On the Verge,"France, United States",2021-09-07,0.7733244432755346,TV-MA,1 Season,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",-1.3552582713360075
s101,1,Tobot Galaxy Detectives,United States,2021-09-07,0.5465365117405352,TV-Y7,2 Seasons,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",-1.3355749334198246
s102,0,Untold: Breaking Point,United States,2021-09-07,0.7733244432755346,TV-MA,80 min,"Documentaries, Sports Movies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",0.19972542404243981
s103,1,Countdown: Inspiration4 Mission to Space,United States,2021-09-06,0.7733244432755346,TV-14,1 Season,"Docuseries, Science & Nature TV","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",-1.3552582713360075
s104,0,Shadow Parties,United States,2021-09-06,0.6599304775080349,TV-MA,117 min,"Dramas, International Movies, Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,0.9280089269412063
s105,1,Tayo the Little Bus,South Korea,2021-09-06,0.20635461443803613,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",-1.3355749334198246
s106,0,Angamaly Diaries,India,2021-09-05,0.3197485802055358,TV-14,128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",1.144525644019218
s107,1,Bunk'd,United States,2021-09-05,0.7733244432755346,TV-G,5 Seasons,"Kids' TV, TV Comedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",-1.276524919671276
s108,0,A Champion Heart,United States,2021-09-04,0.43314254597303553,G,90 min,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",0.39655880320426856
s109,1,Dive Club,Australia,2021-09-03,0.7733244432755346,TV-G,1 Season,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",-1.3552582713360075
s110,1,La casa de papel,Spain,2021-09-03,0.7733244432755346,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,-1.276524919671276
s111,1,Money Heist: From Tokyo to Berlin,United States,2021-09-03,0.7733244432755346,TV-MA,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",-1.3552582713360075
s112,1,Sharkdog,"United States, Singapore",2021-09-03,0.7733244432755346,TV-Y,1 Season,Kids' TV,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",-1.3552582713360075
